item_idx,n_desc,bleu_mean,bleu_min,bleu_max,bleu_std
5279,5,0.009973759141692908,0.0,0.016891032976324306,0.004620890318225791
5280,5,0.016478486593307817,0.010204337899122706,0.02560744480557418,0.004479727482012067
5281,5,0.012639370328741462,0.0,0.048853266442119264,0.013614205270497214
5282,5,0.021339334337674126,0.0,0.05538696232597745,0.016790846724558255
5283,5,0.011991166972578463,0.007594611092001413,0.021377723941583868,0.0031601804130796337
5284,5,0.013212974970408669,0.007594611092001413,0.02297185935845028,0.004671816622549054
5285,5,0.016439309491362922,0.0,0.08932433195406003,0.02536143513068203
5286,5,0.010832762537103215,0.0,0.017532201649672802,0.005326218382578284
5287,5,0.020748828976701973,0.008045907370796052,0.0537621294693616,0.013646992089642884
5288,5,0.01861483809789531,0.010802314890908065,0.0695362172133984,0.01745163711737673
5289,5,0.014419854750713695,0.0,0.05667859235210572,0.016180106105255925
5290,5,0.021065452854893536,0.00573266357227443,0.1075467277016126,0.02642747015012143
5291,5,0.014576465720063433,0.009975840318370089,0.030212060446303448,0.006126313472866023
5292,5,0.020930759639589326,0.010811190309497563,0.051366639095059535,0.012038068675076084
5293,5,0.015119185568539676,0.004261094784666207,0.0446323613785333,0.01206422558510021
5294,5,0.0179543253531313,0.0,0.08015563400056389,0.02067767865982204
5295,5,0.01207548710265077,0.0,0.029091967494005277,0.008607838952609284
5296,5,0.009971708694646838,0.0,0.01907612921592804,0.004965155212758672
5297,5,0.009988848159505181,0.0004721427602222849,0.01859351593152887,0.005304174981993331
5298,5,0.013797514596111869,0.005289524550225357,0.030064545690526145,0.006571779519889139
5299,5,0.0094624366866208,0.0,0.01837177448896075,0.0052912611854964925
5300,5,0.011118343414920066,0.0,0.022023814946586635,0.006902407362115752
5301,5,0.01421209685353059,0.006293995503258399,0.03667625610580776,0.00880912156471648
5302,5,0.00963588051861426,0.0,0.036752344561789704,0.010412428478656473
5303,5,0.012676995413150038,0.0,0.032195554434125126,0.00836104433933301
5304,5,0.01386249770873497,0.0005957014760490472,0.02704370881392503,0.010287775125170227
5305,5,0.010215511970152562,0.0,0.01776910789029906,0.004757824495176695
5306,5,0.030346893613969177,0.011378631325377427,0.06183522915385178,0.017026012405255163
5307,5,0.011334692115715679,0.001044698834168264,0.023887527917609022,0.006809075555635564
5308,5,0.008813887555639114,0.0,0.016295846120958617,0.005383258008087144
5309,4,0.01297384768540011,0.004779624981727096,0.018850319022747353,0.00505619759470581
5310,5,0.014775268791426571,0.0,0.0289395234284078,0.008121739603398665
5311,5,0.013953861400735863,0.0,0.02886589539106327,0.009772437372969824
