item_idx,n_desc,rougeL_mean,rougeL_min,rougeL_max,rougeL_std
129,5,0.1985532150776054,0.125,0.24390243902439024,0.039287943752523535
130,5,0.24571555652578075,0.11428571428571427,0.3255813953488372,0.07186662279177179
131,5,0.2652002896361326,0.15384615384615383,0.4615384615384615,0.09069115768902757
132,4,0.20742131461009308,0.13333333333333333,0.23728813559322035,0.03599261495557563
133,4,0.2752649503708185,0.14035087719298245,0.5333333333333333,0.12991196318249848
134,5,0.24178236826171387,0.17857142857142855,0.33333333333333337,0.05150928155412875
135,5,0.22490136797390964,0.08,0.3333333333333333,0.09269866224656281
136,5,0.2885078754643972,0.16666666666666666,0.5217391304347826,0.09913586023021113
137,5,0.18280367963532262,0.10256410256410256,0.3703703703703703,0.0834508345807957
138,5,0.16101425726451196,0.0909090909090909,0.2222222222222222,0.042672108669492
139,5,0.15815025266148802,0.06666666666666667,0.5454545454545454,0.1356993311921202
140,5,0.23071346916174496,0.07407407407407407,0.42857142857142855,0.11265795841722023
141,5,0.2339099610956749,0.060606060606060615,0.3684210526315789,0.09034392007083537
142,5,0.3298932473325277,0.22222222222222224,0.4117647058823529,0.07065532829751199
143,5,0.21038050686453436,0.09523809523809523,0.3508771929824561,0.06463235416841255
144,5,0.24887317631299494,0.15686274509803924,0.35,0.07786656474078177
145,5,0.22918821400467673,0.0909090909090909,0.5,0.10646399806120826
146,4,0.24275793650793645,0.16666666666666663,0.4000000000000001,0.08660880092926951
147,5,0.2846417477302949,0.2222222222222222,0.34285714285714286,0.04105714397679985
148,4,0.35846972249411274,0.2162162162162162,0.48484848484848486,0.09672997723255732
149,5,0.1561326821326821,0.07407407407407407,0.42857142857142855,0.10357745198146631
150,5,0.2509375481086007,0.0625,0.36842105263157887,0.09657405677193714
151,5,0.13525530964084953,0.048780487804878044,0.29411764705882354,0.07386569387751049
152,5,0.16754538986086004,0.046511627906976744,0.2962962962962963,0.07765491101488606
153,5,0.20582058682058685,0.06666666666666667,0.3703703703703704,0.10732117334656568
154,5,0.20732641827177073,0.0,0.35294117647058826,0.11769655832411527
155,5,0.4210241910923026,0.3137254901960785,0.6060606060606061,0.09795401608078458
156,5,0.20924153654958463,0.08695652173913043,0.3111111111111111,0.06565693402353523
157,5,0.24563748425960705,0.13333333333333333,0.3636363636363637,0.07906585048137058
158,4,0.1800066719421558,0.1111111111111111,0.3225806451612903,0.07664257126955987
159,5,0.18341787692594147,0.09999999999999999,0.3225806451612903,0.06762001331188064
160,5,0.24603216147037138,0.0851063829787234,0.4878048780487805,0.11183537739140952
161,5,0.1570550238948049,0.06451612903225808,0.2909090909090909,0.0720321944074577
162,5,0.13891410334738444,0.06451612903225808,0.2580645161290323,0.06996165764350178
163,5,0.14226942212016838,0.05970149253731343,0.2580645161290323,0.0661880878640057
164,5,0.17602781334568993,0.07272727272727272,0.35294117647058826,0.07407672062988163
165,5,0.244903202163753,0.15789473684210525,0.3548387096774193,0.061846620753456885
166,5,0.2112330004465554,0.08695652173913043,0.39285714285714285,0.08034036803667308
167,5,0.26484166803410414,0.13636363636363635,0.48484848484848486,0.1188940194735992
168,5,0.14429114567056536,0.03773584905660377,0.30769230769230765,0.09696122138991357
169,5,0.21031848108557027,0.16216216216216217,0.25,0.02974034119818128
170,5,0.1746939467955268,0.05714285714285715,0.3529411764705882,0.09074216745708652
171,5,0.19675061142294656,0.05633802816901408,0.3,0.07189316199689964
172,5,0.1946746130833837,0.038461538461538464,0.4999999999999999,0.1313597116188387
173,5,0.28325996671770426,0.18750000000000003,0.4827586206896552,0.080440338728908
174,5,0.23885391078310034,0.08,0.39024390243902435,0.10773533011550616
175,5,0.12878715690480397,0.0,0.33333333333333337,0.10763037926468119
176,5,0.11939606516537138,0.03773584905660377,0.30303030303030304,0.08219928254846984
177,5,0.19540306713319028,0.09523809523809525,0.2807017543859649,0.06052615153511458
178,5,0.2043848816561482,0.12765957446808512,0.36666666666666664,0.07161963541403106
179,5,0.29611096891282646,0.11538461538461539,0.5263157894736842,0.12251216128115922
180,5,0.20864195468136995,0.1111111111111111,0.30303030303030304,0.06914333459196494
181,4,0.18130408299581233,0.10714285714285714,0.2631578947368421,0.049516549454271024
182,5,0.36658710941818984,0.20512820512820512,0.45161290322580644,0.07347524321539434
183,5,0.2260069194027637,0.11320754716981134,0.3870967741935484,0.0767060706534996
184,5,0.1523793385561065,0.0,0.2857142857142857,0.0850377347669609
185,5,0.18848457897121956,0.0,0.39999999999999997,0.11950843673777783
186,5,0.23485641917166386,0.16666666666666663,0.3243243243243243,0.04530345744580304
187,5,0.1844054034167232,0.07692307692307693,0.3448275862068966,0.08311605870859615
188,5,0.14367446617346252,0.047619047619047616,0.26415094339622636,0.055482115212276806
189,5,0.2840820835077052,0.14814814814814817,0.4,0.10178550719651563
190,4,0.20344137966858863,0.08695652173913043,0.3225806451612903,0.07364848873772863
191,5,0.23958107998855033,0.16216216216216217,0.3703703703703704,0.057108098400362475
192,5,0.25018977354840727,0.13333333333333333,0.4,0.09426909221578035
193,5,0.21839826839826842,0.0,0.42857142857142855,0.10626825080377793
194,5,0.25425759130279857,0.07142857142857144,0.4827586206896552,0.11173502249967841
195,4,0.17917543674360029,0.10256410256410257,0.2916666666666667,0.06446346462981421
196,5,0.19398520019864146,0.06451612903225808,0.3428571428571428,0.08284566759813848
197,5,0.234566537730787,0.13953488372093023,0.34146341463414637,0.06228386728214101
198,5,0.17501009345352064,0.07407407407407407,0.33333333333333337,0.09176737669352274
199,5,0.1972833064234623,0.125,0.2909090909090909,0.05183389197088277
200,5,0.26153995514289635,0.12121212121212123,0.4,0.09590488798040697
201,5,0.12876189452385228,0.0,0.27586206896551724,0.10618643277673215
202,4,0.22600251694880846,0.16666666666666669,0.43478260869565216,0.10113741326507204
203,3,0.15354239256678281,0.11428571428571427,0.2,0.038736285101886064
204,5,0.2585456230530595,0.06666666666666667,0.4210526315789474,0.10492845112627702
205,5,0.1900532308637519,0.06557377049180327,0.34782608695652173,0.10173481529126771
206,5,0.16981970920357886,0.07142857142857142,0.2580645161290323,0.0726228315649469
207,4,0.20728035366193262,0.03508771929824561,0.2631578947368421,0.08458277663701698
208,4,0.1790422204215308,0.06896551724137931,0.32432432432432434,0.09141666528825257
209,5,0.24717861848296635,0.1714285714285714,0.4090909090909091,0.06623720865034086
210,4,0.1794998014323896,0.12121212121212122,0.33333333333333337,0.0767644273449603
211,5,0.20513736157371443,0.13333333333333333,0.33333333333333337,0.06601988704668954
212,5,0.23945954576794398,0.0625,0.5142857142857142,0.16963813309887335
213,5,0.17543226821509877,0.1111111111111111,0.2758620689655172,0.052246991487624427
214,5,0.17091191056450286,0.09090909090909091,0.3448275862068966,0.07283255139271222
215,5,0.16867572878829726,0.08450704225352113,0.25,0.04884969477980212
216,5,0.2416474867370008,0.16666666666666666,0.46153846153846156,0.09784912130765623
217,5,0.20746007829548402,0.14634146341463417,0.28571428571428575,0.05495819572114547
218,5,0.19095767843034453,0.0606060606060606,0.3448275862068965,0.08773217033761357
219,5,0.2547421579602431,0.16666666666666663,0.4375,0.08986784521423812
220,4,0.21527215677819891,0.06451612903225808,0.3333333333333333,0.10038294089564088
221,4,0.10722898110829145,0.05555555555555556,0.24242424242424246,0.06708324559234775
222,5,0.1814915462787803,0.041666666666666664,0.2857142857142857,0.0807240281994477
223,5,0.14668236189397812,0.043478260869565216,0.2807017543859649,0.07652837964527444
224,5,0.24519759924171688,0.12121212121212122,0.3125,0.06771470817910069
225,5,0.180527972027972,0.0,0.30769230769230765,0.1084913591314606
226,4,0.16769890788608885,0.13333333333333333,0.2325581395348837,0.04189015236408139
227,5,0.27621857520437637,0.12121212121212123,0.5294117647058824,0.11945148858866127
228,4,0.20377963661545753,0.09523809523809523,0.3582089552238806,0.11310211078445073
229,5,0.15549518650714422,0.06451612903225808,0.2962962962962963,0.07111794672269567
230,5,0.23566166544330036,0.1081081081081081,0.45,0.10666430087254959
231,5,0.18412818772791645,0.06896551724137931,0.2727272727272727,0.057754412777975044
232,5,0.2085139335219528,0.10810810810810811,0.30769230769230776,0.06187229172378105
233,5,0.20226737478738138,0.08695652173913043,0.3703703703703704,0.08494711643854357
234,5,0.27265381602333566,0.16216216216216217,0.40909090909090906,0.08122383001309323
235,5,0.20776320923117608,0.05128205128205129,0.3870967741935484,0.0984639979526488
236,5,0.22696572825372213,0.0625,0.37837837837837834,0.09841785190190269
237,5,0.1855399537139287,0.0588235294117647,0.31578947368421056,0.08374208296414838
238,5,0.25439963545226707,0.15789473684210528,0.6363636363636365,0.14966913078438618
239,4,0.2002603330718448,0.06451612903225808,0.27027027027027023,0.07488024855299745
240,4,0.20005934097614916,0.03508771929824561,0.3243243243243243,0.11600472130443898
241,4,0.19238676193135396,0.10810810810810811,0.3,0.06998528275684661
242,5,0.22256978019931006,0.12121212121212123,0.45454545454545453,0.10191476803854181
243,5,0.207999508438524,0.13953488372093023,0.3636363636363636,0.07984612792637004
244,5,0.20258204068488142,0.08,0.40909090909090906,0.10938642342280068
245,5,0.15099358588090364,0.08333333333333334,0.25806451612903225,0.0513773581097435
246,5,0.19829093795633415,0.0,0.35294117647058826,0.10286175300000289
247,5,0.2427792203952861,0.12244897959183675,0.3225806451612903,0.06149568850168681
248,5,0.18837771497017292,0.06451612903225806,0.33333333333333337,0.08670670601307853
249,5,0.16645229832636127,0.07692307692307693,0.2608695652173913,0.05582299647690967
250,5,0.1933859246788925,0.0689655172413793,0.33333333333333337,0.0925221453761102
251,5,0.10220776656427555,0.0,0.23076923076923078,0.0899161615114413
252,5,0.4612156830669309,0.2857142857142857,0.65,0.10863802168737827
253,5,0.21660035439646924,0.1568627450980392,0.3157894736842105,0.045651360478498895
254,5,0.15895971373165035,0.05128205128205129,0.2941176470588235,0.08206814864407326
255,5,0.1714597174162391,0.07142857142857144,0.2727272727272727,0.06841691534767812
256,5,0.15140696025243125,0.0816326530612245,0.22950819672131148,0.04645153074528643
257,5,0.2058332752518799,0.13333333333333333,0.29090909090909095,0.062315643761612236
258,5,0.19752032427844296,0.057142857142857134,0.34782608695652173,0.08457879715820356
259,5,0.2128115462341898,0.08695652173913043,0.39999999999999997,0.10253582103945359
260,5,0.2058977661066325,0.11764705882352941,0.2711864406779661,0.04362019100065747
261,4,0.17574140556596696,0.06666666666666667,0.29629629629629634,0.07484051630643025
262,5,0.1528319553426555,0.04081632653061225,0.24242424242424246,0.06333157136554025
263,5,0.26487040185034194,0.19230769230769232,0.4166666666666667,0.06927943519552264
264,5,0.24473504344857783,0.125,0.3703703703703704,0.07929047054577738
265,5,0.1686702822116026,0.06666666666666667,0.28571428571428575,0.053981614685073495
266,5,0.19635550982984204,0.10810810810810811,0.27272727272727276,0.048963683650657834
267,5,0.2194322776811374,0.125,0.42622950819672134,0.09135055161747534
268,5,0.21609126705271078,0.12121212121212122,0.38461538461538464,0.07465588655087066
269,5,0.21198054726579846,0.10810810810810811,0.3125,0.06781914269883378
270,4,0.1906595982706795,0.06666666666666667,0.34146341463414637,0.08634626112695601
271,5,0.30091803802250056,0.125,0.43243243243243246,0.1057563523202307
272,5,0.15612748181973862,0.058823529411764705,0.3571428571428571,0.0938544270976695
273,5,0.2959019042714105,0.19354838709677422,0.5161290322580646,0.09029999165048459
274,5,0.16501262114860554,0.05128205128205128,0.3125,0.0781331378891643
275,5,0.22840964570991398,0.06896551724137931,0.3870967741935484,0.09256450811909926
276,4,0.18202661004385146,0.11111111111111112,0.27586206896551724,0.07141960194704187
277,5,0.22442589668396118,0.12903225806451613,0.3,0.0550695780271702
278,5,0.14946079843044566,0.0,0.23999999999999996,0.06944673595305745
279,5,0.22695166674630718,0.13636363636363635,0.38461538461538464,0.07473208503103444
280,5,0.29923559310241954,0.15384615384615383,0.39215686274509803,0.07995148901196066
281,4,0.1389535436816236,0.03773584905660377,0.22857142857142856,0.07786485475091556
282,5,0.15046704188324958,0.0,0.2580645161290323,0.06966043889063343
283,5,0.23797314807550599,0.09302325581395349,0.4313725490196078,0.11065324126377654
284,5,0.19988722112945714,0.1111111111111111,0.2857142857142857,0.05343610688680963
285,4,0.13333333333333333,0.06666666666666667,0.26666666666666666,0.07177405625652734
286,5,0.26919495029423296,0.12903225806451615,0.4210526315789474,0.10188940008113699
287,5,0.16791360265177274,0.07272727272727272,0.31578947368421056,0.08661750469022031
288,5,0.13759894989858196,0.03846153846153846,0.39999999999999997,0.10329813628853995
289,5,0.2292892381545723,0.10810810810810811,0.43243243243243246,0.09887589752013534
290,5,0.24650391462286506,0.0975609756097561,0.42857142857142855,0.1000134002182122
291,4,0.2542763157894737,0.16666666666666669,0.3125,0.045666098293667585
292,5,0.27707973871132807,0.15,0.45,0.1012003385233033
293,5,0.19038263461772104,0.10344827586206896,0.43750000000000006,0.0978406756827604
294,5,0.23879068704846515,0.1951219512195122,0.28,0.024332111580056315
295,4,0.2506628126152532,0.10810810810810811,0.4255319148936171,0.10204444171173943
296,5,0.1817090801176251,0.11538461538461539,0.2978723404255319,0.055861075071117476
297,4,0.30568043068043066,0.18181818181818182,0.4615384615384615,0.10685689153021766
298,5,0.19391494189838698,0.046511627906976744,0.2857142857142857,0.06683751149512336
299,5,0.18677630977818432,0.12121212121212122,0.25,0.047048220809019325
300,5,0.24882140283870297,0.13333333333333333,0.3428571428571428,0.07241791800806377
301,5,0.189018977853511,0.05,0.3636363636363636,0.08272260106990771
302,5,0.14656904303048826,0.044444444444444446,0.4324324324324324,0.11613864280589524
303,5,0.26537835148099725,0.17142857142857143,0.3529411764705882,0.06577735815932263
304,5,0.23480788217467863,0.07142857142857144,0.4375,0.10756847312251686
305,4,0.12064616607214806,0.04444444444444444,0.23076923076923078,0.07435293585661373
306,4,0.21113452823979137,0.0909090909090909,0.35,0.10612746900189983
307,4,0.1128620788195256,0.07692307692307691,0.15384615384615383,0.03255998574465105
308,5,0.29337230978578266,0.11764705882352941,0.42424242424242425,0.08508014502553682
309,4,0.19526491648293653,0.06896551724137931,0.32432432432432434,0.09192476245790154
310,5,0.18395804872641083,0.10810810810810811,0.3,0.06406843625051531
311,5,0.1739373187151076,0.0,0.3137254901960785,0.08886144074910084
312,5,0.20230608292304603,0.058823529411764705,0.43999999999999995,0.12248559199544232
313,5,0.1584793573954756,0.08,0.2571428571428572,0.05505888556588057
314,5,0.13372576563508415,0.0,0.19999999999999998,0.06293233662171689
315,4,0.20372344394083522,0.10810810810810811,0.35,0.08197368412068187
316,5,0.19161384367266726,0.058823529411764705,0.3181818181818182,0.07033892195482527
317,5,0.19932270253232023,0.06896551724137931,0.29787234042553196,0.07665446543088136
318,5,0.21698492622960583,0.10526315789473685,0.3333333333333333,0.0746262457395107
319,5,0.23927922020124534,0.13636363636363635,0.35897435897435903,0.07591512536434819
320,4,0.1695244430538548,0.11764705882352941,0.2162162162162162,0.03950074168695379
321,5,0.24159795740440898,0.16216216216216214,0.3243243243243243,0.05677350625811601
322,3,0.2147230822153423,0.13333333333333333,0.35294117647058826,0.10762526402381263
323,5,0.2685162708808219,0.17647058823529413,0.4117647058823529,0.07962367244994431
324,5,0.229411000521077,0.12000000000000001,0.3703703703703704,0.07237282119212732
325,5,0.19730772436463884,0.07272727272727272,0.30188679245283023,0.0747268662547128
326,5,0.1987693960595041,0.15,0.2608695652173913,0.038233527013390625
327,5,0.1917478049675192,0.125,0.28571428571428575,0.055352901548208405
328,5,0.24200724032302978,0.13333333333333333,0.42857142857142855,0.08659903752334716
329,5,0.1394643528976245,0.05555555555555556,0.27586206896551724,0.06189709753511942
330,5,0.19634694143453874,0.07692307692307691,0.32,0.0889171088566446
331,5,0.18922671556711756,0.11428571428571428,0.30303030303030304,0.07322252390663604
332,4,0.16479940214488034,0.05714285714285714,0.2641509433962264,0.0672671826806828
333,5,0.20743165176497963,0.11428571428571428,0.31250000000000006,0.07293382875236665
334,5,0.16584324796665997,0.10526315789473684,0.27586206896551724,0.04852016856022026
335,5,0.21672136871632247,0.15384615384615383,0.380952380952381,0.06816935645688263
336,5,0.2029390186606538,0.12121212121212122,0.39999999999999997,0.09054477880067903
337,5,0.217693532501494,0.0,0.35294117647058826,0.13165444854815378
338,4,0.194878609779674,0.0851063829787234,0.2857142857142857,0.07503252759527974
339,5,0.1310054879195994,0.04878048780487805,0.27027027027027023,0.07172650699420942
340,5,0.17279885209130488,0.08333333333333334,0.29166666666666663,0.06737242612129914
341,5,0.1496658801952249,0.05714285714285715,0.2807017543859649,0.07522324599837209
342,5,0.2508206173986991,0.13793103448275862,0.4,0.08081816815921397
343,5,0.2151555025287537,0.11764705882352941,0.32,0.0638492008391649
344,5,0.12115668027432733,0.0,0.2777777777777778,0.09517292485295784
345,5,0.19941494942954985,0.05555555555555555,0.3243243243243243,0.09157319480347544
346,5,0.26048998344650515,0.16666666666666666,0.5,0.10141141964223369
347,5,0.22674405206691056,0.15384615384615383,0.28125,0.049528225625033076
348,4,0.28162022916556306,0.14545454545454545,0.5555555555555556,0.14081511866042093
349,5,0.19431941015805415,0.058823529411764705,0.39999999999999997,0.09831695806343002
350,5,0.20888696263578482,0.1176470588235294,0.380952380952381,0.06920777932152676
351,5,0.2766914307034649,0.10169491525423728,0.48484848484848486,0.1065854247601492
352,5,0.24290707912240794,0.13636363636363635,0.35714285714285715,0.0790374029721419
353,5,0.15140674878790328,0.0,0.2222222222222222,0.06870853934767376
354,4,0.13002876616296857,0.08888888888888889,0.2127659574468085,0.04301389068343931
355,5,0.17695422551668055,0.06666666666666667,0.35714285714285715,0.08371948287685653
356,4,0.14892144892144896,0.1111111111111111,0.2222222222222222,0.04276539313084669
357,5,0.13903849055304598,0.09523809523809523,0.25806451612903225,0.04777376367430756
