text_idx,gt_rank,recall@1,precision@1,recall@5,precision@5,recall@10,precision@10,recall@50,precision@50
391,850,0,0.0,0,0.0,0,0.0,0,0.0
391,171,0,0.0,0,0.0,0,0.0,0,0.0
391,155,0,0.0,0,0.0,0,0.0,0,0.0
394,122,0,0.0,0,0.0,0,0.0,0,0.0
394,44,0,0.0,0,0.0,0,0.0,1,0.08
394,0,1,1.0,1,0.8,1,0.4,1,0.08
394,113,0,0.0,0,0.0,0,0.0,0,0.0
401,0,1,1.0,1,1.0,1,0.5,1,0.1
401,5,0,0.0,0,0.0,1,0.5,1,0.1
401,5,0,0.0,0,0.0,1,0.5,1,0.1
401,5,0,0.0,0,0.0,1,0.5,1,0.1
401,131,0,0.0,0,0.0,0,0.0,0,0.0
409,167,0,0.0,0,0.0,0,0.0,0,0.0
409,236,0,0.0,0,0.0,0,0.0,0,0.0
409,340,0,0.0,0,0.0,0,0.0,0,0.0
409,72,0,0.0,0,0.0,0,0.0,0,0.0
421,136,0,0.0,0,0.0,0,0.0,0,0.0
421,66,0,0.0,0,0.0,0,0.0,0,0.0
421,101,0,0.0,0,0.0,0,0.0,0,0.0
421,46,0,0.0,0,0.0,0,0.0,1,0.08
421,125,0,0.0,0,0.0,0,0.0,0,0.0
423,424,0,0.0,0,0.0,0,0.0,0,0.0
423,133,0,0.0,0,0.0,0,0.0,0,0.0
423,46,0,0.0,0,0.0,0,0.0,1,0.08
423,252,0,0.0,0,0.0,0,0.0,0,0.0
423,19,0,0.0,0,0.0,0,0.0,1,0.1
424,10,0,0.0,0,0.0,0,0.0,1,0.1
424,62,0,0.0,0,0.0,0,0.0,0,0.0
424,20,0,0.0,0,0.0,0,0.0,1,0.1
424,412,0,0.0,0,0.0,0,0.0,0,0.0
424,222,0,0.0,0,0.0,0,0.0,0,0.0
426,83,0,0.0,0,0.0,0,0.0,0,0.0
426,310,0,0.0,0,0.0,0,0.0,0,0.0
426,34,0,0.0,0,0.0,0,0.0,1,0.1
426,8,0,0.0,0,0.0,1,0.2,1,0.1
426,374,0,0.0,0,0.0,0,0.0,0,0.0
428,10,0,0.0,0,0.0,0,0.0,1,0.08
428,0,1,1.0,1,0.8,1,0.4,1,0.08
428,15,0,0.0,0,0.0,0,0.0,1,0.08
428,71,0,0.0,0,0.0,0,0.0,0,0.0
438,0,1,1.0,1,1.0,1,0.5,1,0.1
438,20,0,0.0,0,0.0,0,0.0,1,0.1
438,372,0,0.0,0,0.0,0,0.0,0,0.0
438,0,1,1.0,1,1.0,1,0.5,1,0.1
438,82,0,0.0,0,0.0,0,0.0,0,0.0
444,0,1,1.0,1,1.0,1,0.5,1,0.1
444,159,0,0.0,0,0.0,0,0.0,0,0.0
444,353,0,0.0,0,0.0,0,0.0,0,0.0
444,18,0,0.0,0,0.0,0,0.0,1,0.1
444,3,0,0.0,1,0.4,1,0.5,1,0.1
447,15,0,0.0,0,0.0,0,0.0,1,0.1
447,45,0,0.0,0,0.0,0,0.0,1,0.1
447,189,0,0.0,0,0.0,0,0.0,0,0.0
447,60,0,0.0,0,0.0,0,0.0,0,0.0
447,19,0,0.0,0,0.0,0,0.0,1,0.1
448,44,0,0.0,0,0.0,0,0.0,1,0.08
448,5,0,0.0,0,0.0,1,0.4,1,0.08
448,28,0,0.0,0,0.0,0,0.0,1,0.08
448,0,1,1.0,1,0.8,1,0.4,1,0.08
461,15,0,0.0,0,0.0,0,0.0,1,0.1
461,15,0,0.0,0,0.0,0,0.0,1,0.1
461,10,0,0.0,0,0.0,0,0.0,1,0.1
461,15,0,0.0,0,0.0,0,0.0,1,0.1
461,0,1,1.0,1,1.0,1,0.5,1,0.1
486,430,0,0.0,0,0.0,0,0.0,0,0.0
486,315,0,0.0,0,0.0,0,0.0,0,0.0
486,323,0,0.0,0,0.0,0,0.0,0,0.0
486,664,0,0.0,0,0.0,0,0.0,0,0.0
486,195,0,0.0,0,0.0,0,0.0,0,0.0
495,298,0,0.0,0,0.0,0,0.0,0,0.0
495,100,0,0.0,0,0.0,0,0.0,0,0.0
495,123,0,0.0,0,0.0,0,0.0,0,0.0
495,45,0,0.0,0,0.0,0,0.0,1,0.1
495,707,0,0.0,0,0.0,0,0.0,0,0.0
499,302,0,0.0,0,0.0,0,0.0,0,0.0
499,23,0,0.0,0,0.0,0,0.0,1,0.08
499,63,0,0.0,0,0.0,0,0.0,0,0.0
499,124,0,0.0,0,0.0,0,0.0,0,0.0
517,0,1,1.0,1,1.0,1,0.5,1,0.1
517,229,0,0.0,0,0.0,0,0.0,0,0.0
517,92,0,0.0,0,0.0,0,0.0,0,0.0
517,25,0,0.0,0,0.0,0,0.0,1,0.1
517,5,0,0.0,0,0.0,1,0.5,1,0.1
519,25,0,0.0,0,0.0,0,0.0,1,0.1
519,88,0,0.0,0,0.0,0,0.0,0,0.0
519,49,0,0.0,0,0.0,0,0.0,1,0.02
519,10,0,0.0,0,0.0,0,0.0,1,0.1
519,34,0,0.0,0,0.0,0,0.0,1,0.1
520,69,0,0.0,0,0.0,0,0.0,0,0.0
520,1064,0,0.0,0,0.0,0,0.0,0,0.0
520,15,0,0.0,0,0.0,0,0.0,1,0.1
520,301,0,0.0,0,0.0,0,0.0,0,0.0
520,66,0,0.0,0,0.0,0,0.0,0,0.0
523,522,0,0.0,0,0.0,0,0.0,0,0.0
523,5,0,0.0,0,0.0,1,0.5,1,0.1
523,621,0,0.0,0,0.0,0,0.0,0,0.0
523,89,0,0.0,0,0.0,0,0.0,0,0.0
523,219,0,0.0,0,0.0,0,0.0,0,0.0
535,8,0,0.0,0,0.0,1,0.2,1,0.08
535,38,0,0.0,0,0.0,0,0.0,1,0.08
535,15,0,0.0,0,0.0,0,0.0,1,0.08
535,41,0,0.0,0,0.0,0,0.0,1,0.08
537,5,0,0.0,0,0.0,1,0.5,1,0.1
537,0,1,1.0,1,1.0,1,0.5,1,0.1
537,0,1,1.0,1,1.0,1,0.5,1,0.1
537,9,0,0.0,0,0.0,1,0.1,1,0.1
537,20,0,0.0,0,0.0,0,0.0,1,0.1
